"year","variable","value","GCP"
1906,"luc_emissions",1.320225,"2024"
1907,"luc_emissions",1.2959975,"2024"
1908,"luc_emissions",1.3206425,"2024"
1909,"luc_emissions",1.3499425,"2024"
1910,"luc_emissions",1.2955475,"2024"
1911,"luc_emissions",1.3173475,"2024"
1912,"luc_emissions",1.278985,"2024"
1913,"luc_emissions",1.2321375,"2024"
1914,"luc_emissions",1.2544775,"2024"
1915,"luc_emissions",1.2475825,"2024"
1916,"luc_emissions",1.23435,"2024"
1917,"luc_emissions",1.24055,"2024"
1918,"luc_emissions",1.2414,"2024"
1919,"luc_emissions",1.2230525,"2024"
1920,"luc_emissions",1.25642,"2024"
1921,"luc_emissions",1.320675,"2024"
1922,"luc_emissions",1.310745,"2024"
1923,"luc_emissions",1.3394475,"2024"
1924,"luc_emissions",1.34315,"2024"
1925,"luc_emissions",1.34237,"2024"
1926,"luc_emissions",1.3456075,"2024"
1927,"luc_emissions",1.35531,"2024"
1928,"luc_emissions",1.34825,"2024"
1929,"luc_emissions",1.3357275,"2024"
1930,"luc_emissions",1.3701575,"2024"
1931,"luc_emissions",1.4150775,"2024"
1932,"luc_emissions",1.4283325,"2024"
1933,"luc_emissions",1.4457875,"2024"
1934,"luc_emissions",1.4568175,"2024"
1935,"luc_emissions",1.4359075,"2024"
1936,"luc_emissions",1.4466625,"2024"
1937,"luc_emissions",1.465145,"2024"
1938,"luc_emissions",1.478735,"2024"
1939,"luc_emissions",1.4621075,"2024"
1940,"luc_emissions",1.4897225,"2024"
1941,"luc_emissions",1.56613,"2024"
1942,"luc_emissions",1.574575,"2024"
1943,"luc_emissions",1.56136,"2024"
1944,"luc_emissions",1.55524,"2024"
1945,"luc_emissions",1.553575,"2024"
1946,"luc_emissions",1.5413625,"2024"
1947,"luc_emissions",1.5382975,"2024"
1948,"luc_emissions",1.5148175,"2024"
1949,"luc_emissions",1.494595,"2024"
1950,"luc_emissions",1.694065,"2024"
1951,"luc_emissions",1.79034,"2024"
1952,"luc_emissions",1.768035,"2024"
1953,"luc_emissions",1.79833,"2024"
1954,"luc_emissions",1.9051475,"2024"
1955,"luc_emissions",1.9441125,"2024"
1956,"luc_emissions",1.9703875,"2024"
1957,"luc_emissions",1.99879,"2024"
1958,"luc_emissions",1.962695,"2024"
1959,"luc_emissions",2.1134525,"2024"
1960,"luc_emissions",1.8302425,"2024"
1961,"luc_emissions",1.8614975,"2024"
1962,"luc_emissions",1.72781,"2024"
1963,"luc_emissions",1.6815725,"2024"
1964,"luc_emissions",1.599025,"2024"
1965,"luc_emissions",1.535235,"2024"
1966,"luc_emissions",1.425445,"2024"
1967,"luc_emissions",1.4740325,"2024"
1968,"luc_emissions",1.45535,"2024"
1969,"luc_emissions",1.5927875,"2024"
1970,"luc_emissions",1.5540675,"2024"
1971,"luc_emissions",1.39686,"2024"
1972,"luc_emissions",1.4712225,"2024"
1973,"luc_emissions",1.431245,"2024"
1974,"luc_emissions",1.4024025,"2024"
1975,"luc_emissions",1.3808225,"2024"
1976,"luc_emissions",1.3876025,"2024"
1977,"luc_emissions",1.50485,"2024"
1978,"luc_emissions",1.4773625,"2024"
1979,"luc_emissions",1.279135,"2024"
1980,"luc_emissions",1.3557675,"2024"
1981,"luc_emissions",1.318215,"2024"
1982,"luc_emissions",1.2400925,"2024"
1983,"luc_emissions",1.3059375,"2024"
1984,"luc_emissions",1.53905,"2024"
1985,"luc_emissions",1.44404,"2024"
1986,"luc_emissions",1.50851,"2024"
1987,"luc_emissions",1.45737,"2024"
1988,"luc_emissions",1.411295,"2024"
1989,"luc_emissions",1.351895,"2024"
1990,"luc_emissions",1.3582425,"2024"
1991,"luc_emissions",1.3564375,"2024"
1992,"luc_emissions",1.435045,"2024"
1993,"luc_emissions",1.357495,"2024"
1994,"luc_emissions",1.6073625,"2024"
1995,"luc_emissions",1.4826425,"2024"
1996,"luc_emissions",1.6409775,"2024"
1997,"luc_emissions",2.0214425,"2024"
1998,"luc_emissions",1.6769825,"2024"
1999,"luc_emissions",1.63835,"2024"
2000,"luc_emissions",1.4457475,"2024"
2001,"luc_emissions",1.3005575,"2024"
2002,"luc_emissions",1.399595,"2024"
2003,"luc_emissions",1.65821,"2024"
2004,"luc_emissions",1.4748875,"2024"
2005,"luc_emissions",1.334875,"2024"
2006,"luc_emissions",1.45528,"2024"
2007,"luc_emissions",1.25398,"2024"
2008,"luc_emissions",1.3319625,"2024"
2009,"luc_emissions",1.439405,"2024"
2010,"luc_emissions",1.4977925,"2024"
2011,"luc_emissions",1.440575,"2024"
2012,"luc_emissions",1.5425475,"2024"
2013,"luc_emissions",1.39633,"2024"
2014,"luc_emissions",1.47276,"2024"
2015,"luc_emissions",1.5097125,"2024"
2016,"luc_emissions",1.20258,"2024"
2017,"luc_emissions",1.154755,"2024"
2018,"luc_emissions",1.0493225,"2024"
2019,"luc_emissions",1.0335,"2024"
2020,"luc_emissions",0.93859,"2024"
2021,"luc_emissions",0.969645,"2024"
2022,"luc_emissions",0.96644,"2024"
2023,"luc_emissions",0.98933,"2024"
